datetime,carbon,hour_sin,hour_cos,is_weekend,is_night,day_of_week
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
2025-11-14 12:00:00+00:00,0.9615384615384617,1.2246467991473532e-16,-1.0,0,0,4
